scientific_name	display_name	id	version	datasources	ncbi
Triticum turgidum subsp. durum	Triticum turgidum	tturgidum	svevo	GO:MF, GO:CC, GO:BP	4567
Triticum urartu	Triticum urartu	turartu	Tu2.0	GO:MF, GO:CC, GO:BP	4572
Trypanosoma brucei	Trypanosoma brucei	tbrucei	TryBru_Apr2005_chr11	GO:MF, GO:CC, GO:BP	5691
Tuber melanosporum Mel28	Tuber melanosporum	tmelanosporum	ASM15164v1	GO:MF, GO:CC, GO:BP, KEGG	656061
Tupaia belangeri	Tree Shrew	tbelangeri	tupBel1	GO:MF, GO:CC, GO:BP, HP	37347
Tursiops truncatus	Dolphin	ttruncatus	turTru1	GO:MF, GO:CC, GO:BP, HP	9739
Urocitellus parryii	Arctic ground squirrel	uparryii	ASM342692v1	GO:MF, GO:CC, GO:BP, HP	9999
Ursus americanus	American black bear	uamericanus	ASM334442v1	GO:MF, GO:CC, GO:BP, HP	9643
Ursus maritimus	Polar bear	umaritimus	UrsMar_1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	29073
Ustilago maydis 521	Ustilago maydis	umaydis	Umaydis521_2.0	GO:MF, GO:CC, GO:BP, KEGG	237631
Varroa destructor	Varroa destructor	vdgca002443255	Vdes_3.0	GO:MF, GO:CC, GO:BP	109461
Verticillium dahliae JR2	Verticillium dahliae JR2	vdahliaejr2	VDAG_JR2v.4.0	GO:MF, GO:CC, GO:BP	1202531
Verticillium dahliae VdLs.17	Verticillium dahliae	vdahliae	ASM15067v2	GO:MF, GO:CC, GO:BP, KEGG	498257
Vicugna pacos	Alpaca	vpacos	vicPac1	GO:MF, GO:CC, GO:BP, HP	30538
Vigna angularis	Vigna angularis	vangularis	Vigan1.1	GO:MF, GO:CC, GO:BP, KEGG	3914
Vigna radiata var. radiata	Vigna radiata	vradiata	Vradiata_ver6	GO:MF, GO:CC, GO:BP, KEGG	3916
Vitis vinifera	Vitis vinifera	vvinifera	PN40024.v4	GO:MF, GO:CC, GO:BP, KEGG	29760
Vombatus ursinus	Common wombat	vursinus	bare-nosed_wombat_genome_assembly	GO:MF, GO:CC, GO:BP, HP	29139
Vulpes vulpes	Red fox	vvulpes	VulVul2.2	GO:MF, GO:CC, GO:BP, KEGG, HP	9627
Wuchereria bancrofti	Wuchereria bancrofti (PRJEB536)	wubancprjeb536	W_bancrofti_Jakarta_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	6293
Wuchereria bancrofti	Wuchereria bancrofti (PRJNA275548)	wubancprjna275548	Wb_PNG_Genome_assembly_pt22 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	6293
Xenopus tropicalis	Tropical clawed frog	xtropicalis	UCB_Xtro_10.0	GO:MF, GO:CC, GO:BP, KEGG, MIRNA, HP	8364
Xiphophorus maculatus	Platyfish	xmaculatus	X_maculatus-5.0-male	GO:MF, GO:CC, GO:BP, HP	8083
Yarrowia lipolytica CLIB122	Yarrowia lipolytica	ylipolytica	ASM252v1	GO:MF, GO:CC, GO:BP, KEGG	284591
Zea mays	Zea mays	zmays	Zm-B73-REFERENCE-NAM-5.0	GO:MF, GO:CC, GO:BP, KEGG	4577
Zootermopsis nevadensis	Zootermopsis nevadensis	znevadensis	ZooNev1.0	GO:MF, GO:CC, GO:BP, KEGG	136037
Zymoseptoria tritici IPO323	Zymoseptoria tritici	ztritici	MG2	GO:MF, GO:CC, GO:BP, KEGG	336722
